trade_id,date,entry_time,exit_time,direction,signal_type,entry_price,exit_price,vwap_price,quantity,pnl,pnl_percentage,duration_minutes,result,exit_reason,vwap_deviation
46,2024-02-23,11:04:00,11:54:00,LONG,Price Below VWAP,182.73,182.82,183.79,100,8.77,0.44,50,WIN,timeout,0.58
47,2024-02-23,11:05:00,11:55:00,LONG,Price Below VWAP,182.74,182.9,183.78,100,16.0,0.8,50,WIN,timeout,0.56
48,2024-02-28,12:33:00,13:23:00,LONG,Price Below VWAP,180.45,180.58,181.43,100,13.19,0.66,50,WIN,timeout,0.54
49,2024-02-28,12:34:00,13:24:00,LONG,Price Below VWAP,180.4,180.6,181.43,100,20.64,1.03,50,WIN,timeout,0.57
50,2024-02-29,11:12:00,12:02:00,LONG,Price Below VWAP,180.57,180.3,181.52,100,-27.5,-1.38,50,LOSS,timeout,0.52
51,2024-02-29,11:13:00,12:03:00,LONG,Price Below VWAP,180.59,180.2,181.51,100,-39.5,-1.98,50,LOSS,timeout,0.51
52,2024-03-01,10:05:00,10:55:00,LONG,Price Below VWAP,178.87,178.12,179.8,100,-75.5,-3.77,50,LOSS,timeout,0.52
53,2024-03-01,10:21:00,11:11:00,LONG,Price Below VWAP,178.66,178.2,179.57,100,-45.5,-2.28,50,LOSS,timeout,0.51
54,2024-03-04,09:41:00,10:31:00,LONG,Price Below VWAP,175.36,174.06,176.38,100,-130.09,-6.5,50,LOSS,timeout,0.58
55,2024-03-04,09:42:00,10:32:00,LONG,Price Below VWAP,175.34,174.09,176.33,100,-125.5,-6.27,50,LOSS,timeout,0.56
56,2024-03-05,10:30:00,11:14:00,LONG,Price Below VWAP,169.77,170.53,170.65,100,75.81,3.79,44,WIN,vwap_target,0.52
57,2024-03-06,09:50:00,09:55:00,LONG,Price Below VWAP,169.02,170.02,170.0,100,100.01,5.0,5,WIN,vwap_target,0.58
58,2024-03-06,10:06:00,10:32:00,LONG,Price Below VWAP,169.0,169.77,169.88,100,77.0,3.85,26,WIN,vwap_target,0.52
59,2024-03-11,10:42:00,11:32:00,LONG,Price Below VWAP,172.58,172.93,173.48,100,34.99,1.75,50,WIN,timeout,0.52
60,2024-03-11,10:43:00,11:33:00,LONG,Price Below VWAP,172.54,172.96,173.47,100,42.0,2.1,50,WIN,timeout,0.54
61,2024-03-12,09:36:00,10:01:00,LONG,Price Below VWAP,171.92,171.86,172.79,100,-5.87,-0.29,25,LOSS,vwap_target,0.51
62,2024-03-12,09:37:00,10:01:00,LONG,Price Below VWAP,171.6,171.86,172.66,100,26.13,1.31,24,WIN,vwap_target,0.62
63,2024-03-13,10:02:00,10:52:00,LONG,Price Below VWAP,171.18,171.26,172.15,100,8.5,0.42,50,WIN,timeout,0.56
64,2024-03-13,10:03:00,10:53:00,LONG,Price Below VWAP,171.12,171.26,172.12,100,13.1,0.66,50,WIN,timeout,0.58
65,2024-03-14,12:55:00,13:33:00,LONG,Price Below VWAP,172.3,173.13,173.18,100,83.5,4.17,38,WIN,vwap_target,0.51
66,2024-03-14,13:06:00,13:33:00,LONG,Price Below VWAP,172.26,173.13,173.14,100,87.49,4.37,27,WIN,vwap_target,0.51
67,2024-03-15,10:28:00,11:18:00,LONG,Price Below VWAP,170.59,170.84,171.54,100,25.0,1.25,50,WIN,timeout,0.55
68,2024-03-15,10:29:00,11:19:00,LONG,Price Below VWAP,170.61,170.83,171.53,100,21.99,1.1,50,WIN,timeout,0.54
69,2024-03-18,11:52:00,12:42:00,LONG,Price Below VWAP,175.78,175.42,176.7,100,-36.39,-1.82,50,LOSS,timeout,0.52
70,2024-03-18,11:56:00,12:46:00,LONG,Price Below VWAP,175.69,175.53,176.69,100,-15.5,-0.78,50,LOSS,timeout,0.57
71,2024-03-21,10:04:00,10:54:00,LONG,Price Below VWAP,175.76,173.04,176.66,100,-271.9,-13.59,50,LOSS,timeout,0.51
72,2024-03-21,10:05:00,10:55:00,LONG,Price Below VWAP,175.64,172.94,176.62,100,-269.99,-13.5,50,LOSS,timeout,0.56
73,2024-03-22,09:34:00,09:54:00,LONG,Price Below VWAP,170.81,171.23,171.71,100,42.5,2.12,20,WIN,vwap_target,0.53
74,2024-03-22,09:41:00,09:54:00,LONG,Price Below VWAP,170.38,171.23,171.32,100,85.0,4.25,13,WIN,vwap_target,0.55
75,2024-04-04,14:10:00,15:00:00,LONG,Price Below VWAP,170.09,169.57,171.08,100,-51.5,-2.58,50,LOSS,timeout,0.58
76,2024-04-04,14:11:00,15:01:00,LONG,Price Below VWAP,170.16,169.67,171.07,100,-48.97,-2.45,50,LOSS,timeout,0.53
77,2024-04-10,09:46:00,10:17:00,LONG,Price Below VWAP,167.45,167.93,168.31,100,48.13,2.41,31,WIN,vwap_target,0.51
78,2024-04-10,10:02:00,10:17:00,LONG,Price Below VWAP,167.16,167.93,168.01,100,77.63,3.88,15,WIN,vwap_target,0.51
79,2024-04-12,10:37:00,11:27:00,LONG,Price Below VWAP,175.97,176.28,176.91,100,31.0,1.55,50,WIN,timeout,0.53
80,2024-04-12,10:40:00,11:30:00,LONG,Price Below VWAP,175.99,176.24,176.89,100,25.5,1.27,50,WIN,timeout,0.51
81,2024-04-15,09:32:00,09:35:00,LONG,Price Below VWAP,173.92,174.82,174.92,100,90.0,4.5,3,WIN,vwap_target,0.57
82,2024-04-15,13:30:00,14:20:00,LONG,Price Below VWAP,174.27,172.98,175.15,100,-128.5,-6.42,50,LOSS,timeout,0.5
83,2024-04-16,10:25:00,11:15:00,LONG,Price Below VWAP,171.66,169.12,172.52,100,-254.0,-12.7,50,LOSS,timeout,0.5
84,2024-04-16,10:26:00,11:16:00,LONG,Price Below VWAP,171.61,169.25,172.51,100,-236.0,-11.8,50,LOSS,timeout,0.52
85,2024-04-17,11:32:00,12:22:00,LONG,Price Below VWAP,168.9,168.63,169.9,100,-26.88,-1.34,50,LOSS,timeout,0.59
86,2024-04-17,11:33:00,12:23:00,LONG,Price Below VWAP,169.0,168.62,169.89,100,-37.57,-1.88,50,LOSS,timeout,0.52
87,2024-04-18,12:47:00,13:37:00,LONG,Price Below VWAP,166.88,166.83,167.9,100,-5.0,-0.25,50,LOSS,timeout,0.61
88,2024-04-18,12:48:00,13:38:00,LONG,Price Below VWAP,167.01,166.82,167.89,100,-19.5,-0.97,50,LOSS,timeout,0.52
89,2024-04-19,11:54:00,12:44:00,LONG,Price Below VWAP,164.65,164.49,165.48,100,-16.02,-0.8,50,LOSS,timeout,0.5
90,2024-04-19,11:55:00,12:45:00,LONG,Price Below VWAP,164.58,164.56,165.47,100,-2.0,-0.1,50,LOSS,timeout,0.54
91,2024-04-25,09:59:00,10:49:00,LONG,Price Below VWAP,169.01,168.7,169.91,100,-30.5,-1.52,50,LOSS,timeout,0.53
92,2024-04-25,10:01:00,10:51:00,LONG,Price Below VWAP,169.0,168.68,169.88,100,-31.5,-1.57,50,LOSS,timeout,0.52
93,2024-04-26,13:40:00,14:30:00,LONG,Price Below VWAP,169.47,169.67,170.39,100,20.5,1.02,50,WIN,timeout,0.54
94,2024-04-26,13:41:00,14:31:00,LONG,Price Below VWAP,169.46,169.54,170.39,100,8.01,0.4,50,WIN,timeout,0.54
95,2024-04-29,11:18:00,12:08:00,LONG,Price Below VWAP,174.01,174.63,174.99,100,62.0,3.1,50,WIN,timeout,0.56
96,2024-04-29,11:40:00,12:30:00,LONG,Price Below VWAP,174.03,174.3,174.94,100,27.5,1.38,50,WIN,timeout,0.52
97,2024-04-30,13:36:00,14:26:00,LONG,Price Below VWAP,173.11,173.3,173.98,100,19.21,0.96,50,WIN,timeout,0.5
98,2024-04-30,14:49:00,15:39:00,LONG,Price Below VWAP,173.02,172.64,173.89,100,-38.18,-1.91,50,LOSS,timeout,0.5
99,2024-05-01,15:51:00,15:59:00,LONG,Price Below VWAP,170.32,169.31,171.2,100,-101.5,-5.07,8,LOSS,timeout,0.51
100,2024-05-01,15:53:00,15:59:00,LONG,Price Below VWAP,170.27,169.31,171.19,100,-96.0,-4.8,6,LOSS,timeout,0.54
101,2024-05-02,10:02:00,10:33:00,LONG,Price Below VWAP,170.95,171.9,171.89,100,95.17,4.76,31,WIN,vwap_target,0.55
102,2024-05-03,09:36:00,10:26:00,LONG,Price Below VWAP,184.47,183.94,185.48,100,-53.0,-2.65,50,LOSS,timeout,0.55
103,2024-05-03,09:41:00,10:31:00,LONG,Price Below VWAP,184.07,183.81,185.28,100,-26.0,-1.3,50,LOSS,timeout,0.66
104,2024-05-06,09:45:00,10:04:00,LONG,Price Below VWAP,182.12,182.76,183.06,100,63.99,3.2,19,WIN,vwap_target,0.51
105,2024-05-06,09:53:00,10:04:00,LONG,Price Below VWAP,181.74,182.76,182.84,100,102.25,5.11,11,WIN,vwap_target,0.6
106,2024-05-07,10:28:00,11:18:00,LONG,Price Below VWAP,182.83,182.67,183.93,100,-16.12,-0.81,50,LOSS,timeout,0.6
107,2024-05-07,10:29:00,11:19:00,LONG,Price Below VWAP,182.84,182.56,183.92,100,-27.99,-1.4,50,LOSS,timeout,0.59
108,2024-05-10,10:40:00,11:30:00,LONG,Price Below VWAP,182.9,182.69,183.82,100,-21.0,-1.05,50,LOSS,timeout,0.5
109,2024-05-10,10:41:00,11:31:00,LONG,Price Below VWAP,182.88,182.68,183.81,100,-20.28,-1.01,50,LOSS,timeout,0.51
110,2024-05-14,10:40:00,11:30:00,LONG,Price Below VWAP,186.33,186.96,187.37,100,63.5,3.17,50,WIN,timeout,0.55
111,2024-05-22,12:51:00,13:41:00,LONG,Price Below VWAP,191.17,191.08,192.22,100,-9.31,-0.47,50,LOSS,timeout,0.54
112,2024-05-22,12:52:00,13:42:00,LONG,Price Below VWAP,191.24,191.04,192.21,100,-19.0,-0.95,50,LOSS,timeout,0.51
113,2024-05-23,10:20:00,10:39:00,LONG,Price Below VWAP,188.58,189.66,189.57,100,108.0,5.4,19,WIN,vwap_target,0.52
114,2024-05-23,13:37:00,14:27:00,LONG,Price Below VWAP,188.17,187.82,189.32,100,-35.37,-1.77,50,LOSS,timeout,0.6
115,2024-05-28,09:49:00,10:06:00,LONG,Price Below VWAP,190.72,191.67,191.78,100,95.0,4.75,17,WIN,vwap_target,0.55
116,2024-05-28,09:50:00,10:06:00,LONG,Price Below VWAP,190.68,191.67,191.74,100,99.5,4.97,16,WIN,vwap_target,0.55
117,2024-05-29,15:52:00,15:59:00,LONG,Price Below VWAP,190.45,190.37,191.46,100,-8.0,-0.4,7,LOSS,timeout,0.53
118,2024-05-29,15:53:00,15:59:00,LONG,Price Below VWAP,190.47,190.37,191.45,100,-10.0,-0.5,6,LOSS,timeout,0.51
119,2024-05-31,11:05:00,11:55:00,LONG,Price Below VWAP,190.84,190.38,191.81,100,-46.0,-2.3,50,LOSS,timeout,0.51
120,2024-05-31,11:06:00,11:56:00,LONG,Price Below VWAP,190.51,190.38,191.78,100,-13.0,-0.65,50,LOSS,timeout,0.66
121,2024-06-03,12:34:00,13:24:00,LONG,Price Below VWAP,192.97,193.5,194.0,100,53.5,2.67,50,WIN,timeout,0.53
122,2024-06-03,12:35:00,13:25:00,LONG,Price Below VWAP,192.95,193.58,193.99,100,62.6,3.13,50,WIN,timeout,0.54
123,2024-06-04,09:43:00,10:16:00,LONG,Price Below VWAP,193.39,193.87,194.37,100,48.25,2.41,33,WIN,vwap_target,0.5
124,2024-06-04,09:46:00,10:16:00,LONG,Price Below VWAP,193.22,193.87,194.28,100,65.5,3.28,30,WIN,vwap_target,0.55
125,2024-06-06,15:51:00,15:59:00,LONG,Price Below VWAP,194.56,194.48,195.63,100,-8.0,-0.4,8,LOSS,timeout,0.55
126,2024-06-06,15:52:00,15:59:00,LONG,Price Below VWAP,194.4,194.48,195.62,100,8.0,0.4,7,WIN,timeout,0.62
127,2024-06-10,09:49:00,10:39:00,LONG,Price Below VWAP,195.35,195.6,196.39,100,24.99,1.25,50,WIN,timeout,0.53
128,2024-06-10,09:52:00,10:42:00,LONG,Price Below VWAP,195.19,195.46,196.31,100,27.32,1.37,50,WIN,timeout,0.57
129,2024-06-12,15:41:00,15:59:00,LONG,Price Below VWAP,214.52,213.08,215.83,100,-143.89,-7.19,18,LOSS,timeout,0.61
130,2024-06-12,15:42:00,15:59:00,LONG,Price Below VWAP,214.62,213.08,215.82,100,-154.5,-7.72,17,LOSS,timeout,0.55
131,2024-06-13,09:57:00,10:47:00,LONG,Price Below VWAP,214.12,213.96,215.56,100,-15.5,-0.78,50,LOSS,timeout,0.67
132,2024-06-13,10:01:00,10:51:00,LONG,Price Below VWAP,214.4,213.99,215.48,100,-40.83,-2.04,50,LOSS,timeout,0.5
133,2024-06-14,10:01:00,10:21:00,LONG,Price Below VWAP,213.0,213.74,214.1,100,73.99,3.7,20,WIN,vwap_target,0.52
134,2024-06-14,10:14:00,10:21:00,LONG,Price Below VWAP,212.72,213.74,213.79,100,102.22,5.11,7,WIN,vwap_target,0.5
135,2024-06-18,09:39:00,10:29:00,LONG,Price Below VWAP,216.3,215.32,217.65,100,-97.5,-4.88,50,LOSS,timeout,0.62
136,2024-06-18,09:40:00,10:30:00,LONG,Price Below VWAP,216.1,215.32,217.5,100,-78.04,-3.9,50,LOSS,timeout,0.64
137,2024-06-20,10:15:00,11:05:00,LONG,Price Below VWAP,212.04,210.37,213.15,100,-166.99,-8.35,50,LOSS,timeout,0.52
138,2024-06-20,10:16:00,11:06:00,LONG,Price Below VWAP,211.62,210.59,213.09,100,-103.0,-5.15,50,LOSS,timeout,0.69
139,2024-06-21,15:53:00,15:59:00,LONG,Price Below VWAP,209.51,207.11,210.61,100,-240.0,-12.0,6,LOSS,timeout,0.52
140,2024-06-21,15:54:00,15:59:00,LONG,Price Below VWAP,208.9,207.11,210.58,100,-179.0,-8.95,5,LOSS,timeout,0.8
141,2024-06-24,14:06:00,14:56:00,LONG,Price Below VWAP,208.93,208.94,209.99,100,0.87,0.04,50,WIN,timeout,0.51
142,2024-06-24,14:42:00,15:32:00,LONG,Price Below VWAP,208.74,208.38,209.94,100,-35.5,-1.78,50,LOSS,timeout,0.57
143,2024-06-25,15:55:00,15:59:00,LONG,Price Below VWAP,208.94,209.07,210.05,100,13.0,0.65,4,WIN,timeout,0.53
144,2024-06-25,15:56:00,15:59:00,LONG,Price Below VWAP,208.93,209.07,210.03,100,14.5,0.72,3,WIN,timeout,0.53
145,2024-06-27,10:19:00,11:09:00,LONG,Price Below VWAP,213.48,213.26,214.64,100,-22.0,-1.1,50,LOSS,timeout,0.54
146,2024-06-27,10:35:00,11:25:00,LONG,Price Below VWAP,213.4,213.28,214.51,100,-12.0,-0.6,50,LOSS,timeout,0.52
147,2024-06-28,12:34:00,13:10:00,LONG,Price Below VWAP,213.42,214.49,214.58,100,107.0,5.35,36,WIN,vwap_target,0.54
148,2024-06-28,12:35:00,13:10:00,LONG,Price Below VWAP,213.41,214.49,214.57,100,108.0,5.4,35,WIN,vwap_target,0.54
149,2024-01-08,10:00:00,10:50:00,SHORT,Price Above VWAP,183.5,183.54,182.58,100,-3.51,-0.18,50,LOSS,timeout,0.5
150,2024-01-08,10:02:00,10:52:00,SHORT,Price Above VWAP,183.72,183.65,182.63,100,6.99,0.35,50,WIN,timeout,0.6
151,2024-01-09,11:54:00,12:44:00,SHORT,Price Above VWAP,184.62,184.58,183.65,100,3.0,0.15,50,WIN,timeout,0.53
152,2024-01-09,11:55:00,12:45:00,SHORT,Price Above VWAP,184.68,184.56,183.65,100,12.5,0.62,50,WIN,timeout,0.56
153,2024-01-10,14:21:00,15:11:00,SHORT,Price Above VWAP,185.47,186.32,184.51,100,-85.85,-4.29,50,LOSS,timeout,0.52
154,2024-01-10,14:23:00,15:13:00,SHORT,Price Above VWAP,185.46,186.27,184.52,100,-81.42,-4.07,50,LOSS,timeout,0.51
155,2024-01-17,13:02:00,13:31:00,SHORT,Price Above VWAP,182.38,181.47,181.47,100,91.0,4.55,29,WIN,vwap_target,0.5
156,2024-01-17,13:03:00,13:31:00,SHORT,Price Above VWAP,182.42,181.47,181.47,100,95.0,4.75,28,WIN,vwap_target,0.52
157,2024-01-18,10:59:00,11:49:00,SHORT,Price Above VWAP,188.09,188.42,187.12,100,-33.19,-1.66,50,LOSS,timeout,0.51
158,2024-01-18,11:10:00,12:00:00,SHORT,Price Above VWAP,188.16,188.34,187.17,100,-17.56,-0.88,50,LOSS,timeout,0.53
159,2024-01-19,13:13:00,14:03:00,SHORT,Price Above VWAP,190.75,191.56,189.77,100,-80.5,-4.03,50,LOSS,timeout,0.52
160,2024-01-19,13:15:00,14:05:00,SHORT,Price Above VWAP,190.8,191.64,189.77,100,-84.16,-4.21,50,LOSS,timeout,0.54
161,2024-01-22,09:51:00,10:41:00,SHORT,Price Above VWAP,194.69,195.23,193.71,100,-54.0,-2.7,50,LOSS,timeout,0.51
162,2024-01-31,14:44:00,15:01:00,SHORT,Price Above VWAP,186.66,185.61,185.72,100,105.31,5.27,17,WIN,vwap_target,0.51
163,2024-02-01,10:36:00,11:26:00,SHORT,Price Above VWAP,186.25,185.49,185.25,100,75.5,3.77,50,WIN,timeout,0.54
164,2024-02-01,10:37:00,11:27:00,SHORT,Price Above VWAP,186.2,185.45,185.26,100,75.0,3.75,50,WIN,timeout,0.51
165,2024-02-02,09:35:00,10:25:00,SHORT,Price Above VWAP,182.04,183.45,180.88,100,-140.5,-7.03,50,LOSS,timeout,0.64
166,2024-02-02,09:36:00,10:26:00,SHORT,Price Above VWAP,182.17,183.46,180.98,100,-129.0,-6.45,50,LOSS,timeout,0.66
167,2024-02-05,10:10:00,10:22:00,SHORT,Price Above VWAP,187.9,186.63,186.76,100,127.0,6.35,12,WIN,vwap_target,0.61
168,2024-02-06,11:31:00,12:21:00,SHORT,Price Above VWAP,188.97,188.77,187.99,100,19.5,0.97,50,WIN,timeout,0.52
169,2024-02-06,12:01:00,12:51:00,SHORT,Price Above VWAP,189.06,188.48,188.1,100,58.5,2.93,50,WIN,timeout,0.51
170,2024-02-09,11:16:00,12:06:00,SHORT,Price Above VWAP,189.75,189.74,188.68,100,0.57,0.03,50,WIN,timeout,0.57
171,2024-02-09,11:18:00,12:08:00,SHORT,Price Above VWAP,189.66,189.6,188.7,100,5.8,0.29,50,WIN,timeout,0.51
172,2024-02-22,13:45:00,14:35:00,SHORT,Price Above VWAP,184.25,184.75,183.27,100,-50.77,-2.54,50,LOSS,timeout,0.53
173,2024-02-27,14:15:00,15:05:00,SHORT,Price Above VWAP,181.87,182.75,180.79,100,-88.0,-4.4,50,LOSS,timeout,0.59
174,2024-02-27,14:16:00,15:06:00,SHORT,Price Above VWAP,181.77,182.8,180.81,100,-103.25,-5.16,50,LOSS,timeout,0.53
175,2024-03-07,13:39:00,14:29:00,SHORT,Price Above VWAP,170.02,170.1,169.16,100,-8.0,-0.4,50,LOSS,timeout,0.51
176,2024-03-07,13:40:00,14:30:00,SHORT,Price Above VWAP,170.05,170.12,169.17,100,-7.0,-0.35,50,LOSS,timeout,0.52
177,2024-03-08,09:53:00,10:43:00,SHORT,Price Above VWAP,170.5,171.22,169.63,100,-71.5,-3.58,50,LOSS,timeout,0.52
178,2024-03-08,09:54:00,10:44:00,SHORT,Price Above VWAP,170.77,171.33,169.7,100,-56.0,-2.8,50,LOSS,timeout,0.63
179,2024-03-19,10:01:00,10:51:00,SHORT,Price Above VWAP,174.68,174.86,173.78,100,-17.51,-0.88,50,LOSS,timeout,0.52
180,2024-03-19,10:03:00,10:53:00,SHORT,Price Above VWAP,174.86,174.83,173.83,100,2.85,0.14,50,WIN,timeout,0.59
181,2024-03-20,14:01:00,14:51:00,SHORT,Price Above VWAP,177.01,177.97,176.06,100,-96.36,-4.82,50,LOSS,timeout,0.54
182,2024-03-20,14:02:00,14:52:00,SHORT,Price Above VWAP,176.96,178.12,176.07,100,-115.5,-5.78,50,LOSS,timeout,0.51
183,2024-03-25,12:54:00,13:44:00,SHORT,Price Above VWAP,171.14,171.47,170.23,100,-33.02,-1.65,50,LOSS,timeout,0.54
184,2024-03-25,13:00:00,13:50:00,SHORT,Price Above VWAP,171.1,171.36,170.24,100,-26.01,-1.3,50,LOSS,timeout,0.5
185,2024-03-27,09:44:00,10:31:00,SHORT,Price Above VWAP,171.93,172.0,171.01,100,-7.0,-0.35,47,LOSS,vwap_target,0.54
186,2024-03-27,09:45:00,10:31:00,SHORT,Price Above VWAP,172.26,172.0,171.14,100,26.0,1.3,46,WIN,vwap_target,0.65
187,2024-03-28,14:57:00,15:47:00,SHORT,Price Above VWAP,172.03,171.87,171.16,100,16.01,0.8,50,WIN,timeout,0.51
188,2024-03-28,14:59:00,15:49:00,SHORT,Price Above VWAP,172.06,171.87,171.17,100,19.5,0.97,50,WIN,timeout,0.53
189,2024-04-03,10:39:00,11:29:00,SHORT,Price Above VWAP,170.24,170.51,169.38,100,-27.01,-1.35,50,LOSS,timeout,0.51
190,2024-04-03,10:40:00,11:30:00,SHORT,Price Above VWAP,170.44,170.56,169.41,100,-12.0,-0.6,50,LOSS,timeout,0.61
191,2024-04-05,12:00:00,12:50:00,SHORT,Price Above VWAP,170.38,170.04,169.48,100,34.0,1.7,50,WIN,timeout,0.53
